DateTime,AddedIPs,RemovedIPs
1593844921,1,0
1593846121,4,0
1593847321,5,0
1593848521,1,0
1593849721,3,0
1593850922,2,0
1593851521,2,0
1593852122,1,0
1593853921,1,0
1593854521,3,0
1593855721,2,0
1593856921,2,1
1593857522,5,0
1593858121,7,0
1593858721,2,0
1593859322,0,1
1593859922,1,0
1593861122,2,0
1593861722,4,0
1593862321,2,0
1593862381,1,0
1593864722,3,0
1593865921,1,0
1593866521,1,0
1593867121,1,0
1593867721,1,0
1593868921,2,0
1593869521,2,0
1593870721,1,0
1593871922,9,1
1593873121,3,0
1593873721,7,0
1593874921,1,0
1593875521,3,0
1593877321,1,1
1593877921,3,0
1593879721,2,0
1593880321,1,0
1593883321,0,1
1593883921,2,0
1593884521,4,0
1593885122,1,0
1593885721,5,0
1593886922,1,0
1593887521,4,0
1593888122,3,1
1593890521,1,0
1593891122,1,0
1593891721,1,0
1593892322,0,1
1593892921,1,0
1593894121,3,0
1593894722,4,0
1593896521,4,0
1593897721,2,0
1593898921,6,0
1593900121,4,0
1593901322,4,0
1593901921,2,0
1593902521,10,0
1593903721,1,0
1593904921,6,0
1593906121,8,0
1593906721,5,0
1593907321,0,1
1593908522,3,0
1593909721,2,0
1593910921,3,0
1593912121,5,0
1593913321,6,0
1593914521,5,0
1593915721,2,0
1593916921,7,0
1593918122,2,0
1593919322,8,0
1593920521,11,0
1593921722,4,0
1593922921,1,0
1593924122,6,0
1593925321,7,0
1593926521,6,0
1593927181,1,0
1593927721,1,0
1593928322,2,0
1593930121,4,0
1593930721,1,0
1593931321,5,0
1593933722,13,1
1593934921,1,0
1593936121,4,1
1593937321,1,0
1593938521,3,0
1593939121,1,0
1593939721,3,0
1593940921,1,0
1593941522,6,0
1593942121,2,0
1593942721,1,0
1593943321,3,0
1593944521,3,0
1593945121,2,0
1593945721,1,0
1593947521,1,0
1593948121,0,11
1593948721,1,0
1593949321,2,0
1593949922,4,0
1593950521,2,0
1593951121,1,0
1593951721,1,1
1593952321,1,0
1593952921,3,1
1593953521,1,0
1593954121,3,0
1593955982,6,0
1593957721,2,0
1593958321,1,1
1593960121,4,2
1593960721,1,0
1593961921,3,0
1593962521,8,0
1593963721,1,0
1593964921,4,0
1593965521,1,0
1593966721,4,0
1593967321,1,0
1593967921,2,0
1593968521,2,0
1593969721,1,0
1593972121,3,0
1593973321,0,1
1593975722,1,0
1593976921,0,1
1593978121,5,0
1593978721,2,0
1593979321,1,0
1593980521,1,0
1593981121,1,0
1593981721,4,0
1593984121,1,0
1593985321,3,0
1593986522,1,0
1593987121,1,1
1593987721,1,0
1593988381,2,0
1593990122,3,0
1593991321,1,0
1593992521,1,1
1593993721,6,0
1593994921,2,0
1593995521,3,0
1593996122,4,0
1593997321,4,0
1593998521,2,0
1593999121,1,0
1593999721,4,0
1594000922,6,0
1594002121,3,1
1594002721,1,0
1594003322,5,0
1594003921,9,1
1594004521,1,1
1594005721,4,0
1594006322,1,0
1594006922,5,0
1594008121,8,1
1594008721,1,0
1594009921,2,0
1594010521,5,0
1594011721,6,0
1594012321,3,0
1594012921,3,0
1594013521,1,0
1594014122,5,0
1594015321,6,0
1594015921,7,0
1594016521,1,0
1594017121,7,0
1594017721,3,2
1594018921,8,0
1594019522,1,0
1594020121,1,0
1594021322,2,0
1594022522,14,0
1594023721,6,0
1594024921,4,0
1594025521,5,0
1594026122,1,0
1594026721,9,0
1594027322,5,0
1594027981,1,0
1594028521,1,0
1594029121,1,0
1594030321,3,0
1594030921,4,0
1594031521,14,0
1594032121,4,0
1594032722,16,0
1594033321,1,1
1594034521,10,0
1594035721,4,0
1594036321,7,0
1594036921,2,0
1594037522,4,0
1594038121,2,0
1594039321,1,1
1594040521,1,0
1594041121,3,0
1594042321,12,0
1594042921,2,0
1594043521,2,0
1594044121,5,0
1594044722,2,0
1594045321,2,0
1594045922,1,0
1594046522,2,0
1594047121,3,0
1594047721,2,0
1594048322,3,1
1594048921,2,0
1594049582,4,0
1594050121,14,0
1594050721,2,0
1594051321,1,0
1594051921,2,0
1594052522,1,0
1594053181,7,0
1594053721,4,0
1594054322,1,0
1594054921,1,0
1594056121,9,0
1594056781,2,0
1594057321,2,0
